"decimalLatitude","decimalLongitude","species"
-30.658611,152.205833,"Archirhodomyrtus beckleri"
-30.6586,152.2058,"Archirhodomyrtus beckleri"
-30.658119,152.983736,"Archirhodomyrtus beckleri"
-30.657025,152.206933,"Archirhodomyrtus beckleri"
-30.656277,152.977204,"Archirhodomyrtus beckleri"
-30.655938,152.919828,"Archirhodomyrtus beckleri"
-30.654527,152.977634,"Archirhodomyrtus beckleri"
-30.654051,152.930034,"Archirhodomyrtus beckleri"
-30.653559,152.912369,"Archirhodomyrtus beckleri"
-30.652182,152.994698,"Archirhodomyrtus beckleri"
-30.65,152.2,"Archirhodomyrtus beckleri"
-30.649973,152.959338,"Archirhodomyrtus beckleri"
-30.649694,152.264243,"Archirhodomyrtus beckleri"
-30.649641,152.338343,"Archirhodomyrtus beckleri"
-30.649161,152.540817,"Archirhodomyrtus beckleri"
-30.646621,152.445023,"Archirhodomyrtus beckleri"
-30.646406,153.000164,"Archirhodomyrtus beckleri"
-30.645736,152.987034,"Archirhodomyrtus beckleri"
-30.644576,153.008396,"Archirhodomyrtus beckleri"
-30.643712,153.004522,"Archirhodomyrtus beckleri"
-30.642386,153.0046,"Archirhodomyrtus beckleri"
-30.642251,152.877418,"Archirhodomyrtus beckleri"
-30.642244,152.877412,"Archirhodomyrtus beckleri"
-30.642244,152.877412,"Archirhodomyrtus beckleri"
-30.641587,152.987519,"Archirhodomyrtus beckleri"
-30.641587,152.987519,"Archirhodomyrtus beckleri"
-30.641355,152.884724,"Archirhodomyrtus beckleri"
-30.641349,152.884719,"Archirhodomyrtus beckleri"
-30.638858,152.262864,"Archirhodomyrtus beckleri"
-30.638848,152.875052,"Archirhodomyrtus beckleri"
-30.638241,152.988557,"Archirhodomyrtus beckleri"
-30.638056,152.992778,"Archirhodomyrtus beckleri"
-30.637814,152.975048,"Archirhodomyrtus beckleri"
-30.6375,152.995833,"Archirhodomyrtus beckleri"
-30.6375,152.9958,"Archirhodomyrtus beckleri"
-30.6375,152.995833,"Archirhodomyrtus beckleri"
-30.63435,152.988777,"Archirhodomyrtus beckleri"
-30.63417,152.982306,"Archirhodomyrtus beckleri"
-30.633723,152.956209,"Archirhodomyrtus beckleri"
-30.631818,152.61916,"Archirhodomyrtus beckleri"
-30.631612,152.984024,"Archirhodomyrtus beckleri"
-30.62883,152.533087,"Archirhodomyrtus beckleri"
-30.625468,152.878587,"Archirhodomyrtus beckleri"
-30.625025,152.608237,"Archirhodomyrtus beckleri"
-30.624941,152.483126,"Archirhodomyrtus beckleri"
-30.624481,152.578502,"Archirhodomyrtus beckleri"
-30.613798,152.849806,"Archirhodomyrtus beckleri"
-30.613791,152.849801,"Archirhodomyrtus beckleri"
-30.613511,152.886707,"Archirhodomyrtus beckleri"
-30.611974,152.489872,"Archirhodomyrtus beckleri"
-30.610284,152.571463,"Archirhodomyrtus beckleri"
-30.60663,152.615086,"Archirhodomyrtus beckleri"
-30.606478,152.594848,"Archirhodomyrtus beckleri"
-30.60633,152.900094,"Archirhodomyrtus beckleri"
-30.603197,152.555123,"Archirhodomyrtus beckleri"
-30.600337,152.943712,"Archirhodomyrtus beckleri"
-30.6,152.15,"Archirhodomyrtus beckleri"
-30.597648,152.852335,"Archirhodomyrtus beckleri"
-30.597641,152.852329,"Archirhodomyrtus beckleri"
-30.597641,152.852329,"Archirhodomyrtus beckleri"
-30.597516,153.002368,"Archirhodomyrtus beckleri"
-30.597399,152.456047,"Archirhodomyrtus beckleri"
-30.597108,152.853483,"Archirhodomyrtus beckleri"
-30.597101,152.853477,"Archirhodomyrtus beckleri"
-30.597101,152.853477,"Archirhodomyrtus beckleri"
-30.595837,152.996913,"Archirhodomyrtus beckleri"
-30.593976,152.886339,"Archirhodomyrtus beckleri"
